category,category_code,primary_position,total_games,bats,throws,W,L,full_games_pitched_equiv,era,opp_batting_avg,so_pct,bb_pct,hbp_pct,hr_pct,win_pct,sho_pct,cg_pct
pitcher primary_position_p total_games_331 bats_r throws_r wins_16 losses_18 full_games_pitched_equiv_37 era_4273 opp_batting_avg_226 so_pct_226 bb_pct_122 hbp_pct_11 hr_pct_27 win_pct_47 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_448 bats_r throws_r wins_66 losses_60 full_games_pitched_equiv_123 era_3797 opp_batting_avg_246 so_pct_131 bb_pct_94 hbp_pct_1 hr_pct_18 win_pct_52 sho_pct_4 cg_pct_24
pitcher primary_position_p total_games_400 bats_l throws_l wins_8 losses_29 full_games_pitched_equiv_39 era_3772 opp_batting_avg_241 so_pct_192 bb_pct_81 hbp_pct_8 hr_pct_28 win_pct_22 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_24 bats_r throws_r wins_0 losses_5 full_games_pitched_equiv_7 era_5648 opp_batting_avg_246 so_pct_189 bb_pct_120 hbp_pct_17 hr_pct_63 win_pct_0 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_248 bats_r throws_r wins_62 losses_83 full_games_pitched_equiv_143 era_4388 opp_batting_avg_267 so_pct_86 bb_pct_62 hbp_pct_6 hr_pct_29 win_pct_43 sho_pct_3 cg_pct_18
pitcher primary_position_p total_games_263 bats_l throws_l wins_87 losses_108 full_games_pitched_equiv_186 era_4253 opp_batting_avg_262 so_pct_119 bb_pct_83 hbp_pct_4 hr_pct_21 win_pct_45 sho_pct_3 cg_pct_12
pitcher primary_position_p total_games_57 bats_l throws_l wins_4 losses_17 full_games_pitched_equiv_21 era_5196 opp_batting_avg_271 so_pct_147 bb_pct_94 hbp_pct_2 hr_pct_31 win_pct_19 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_162 bats_r throws_r wins_43 losses_37 full_games_pitched_equiv_80 era_4920 opp_batting_avg_240 so_pct_152 bb_pct_121 hbp_pct_6 hr_pct_31 win_pct_54 sho_pct_0 cg_pct_1
pitcher primary_position_p total_games_168 bats_l throws_l wins_24 losses_25 full_games_pitched_equiv_43 era_4184 opp_batting_avg_254 so_pct_98 bb_pct_92 hbp_pct_3 hr_pct_17 win_pct_49 sho_pct_0 cg_pct_23
pitcher primary_position_p total_games_1 bats_r throws_r wins_0 losses_0 full_games_pitched_equiv_0 era_13500 opp_batting_avg_400 so_pct_0 bb_pct_91 hbp_pct_0 hr_pct_91 win_pct_0 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_7 bats_r throws_l wins_0 losses_3 full_games_pitched_equiv_2 era_11066 opp_batting_avg_337 so_pct_119 bb_pct_156 hbp_pct_0 hr_pct_0 win_pct_0 sho_pct_0 cg_pct_50
pitcher primary_position_p total_games_681 bats_r throws_r wins_63 losses_69 full_games_pitched_equiv_128 era_3458 opp_batting_avg_227 so_pct_150 bb_pct_116 hbp_pct_9 hr_pct_14 win_pct_48 sho_pct_2 cg_pct_21
pitcher primary_position_p total_games_16 bats_l throws_l wins_1 losses_1 full_games_pitched_equiv_5 era_3643 opp_batting_avg_222 so_pct_35 bb_pct_64 hbp_pct_0 hr_pct_29 win_pct_50 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_14 bats_r throws_l wins_1 losses_5 full_games_pitched_equiv_8 era_4037 opp_batting_avg_270 so_pct_127 bb_pct_93 hbp_pct_3 hr_pct_3 win_pct_17 sho_pct_0 cg_pct_50
pitcher primary_position_p total_games_3 bats_r throws_r wins_0 losses_0 full_games_pitched_equiv_1 era_9643 opp_batting_avg_417 so_pct_37 bb_pct_111 hbp_pct_0 hr_pct_0 win_pct_0 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_6 bats_r throws_r wins_1 losses_1 full_games_pitched_equiv_3 era_6375 opp_batting_avg_308 so_pct_112 bb_pct_103 hbp_pct_0 hr_pct_26 win_pct_50 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_63 bats_r throws_r wins_4 losses_3 full_games_pitched_equiv_9 era_4461 opp_batting_avg_223 so_pct_217 bb_pct_124 hbp_pct_20 hr_pct_40 win_pct_57 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_97 bats_r throws_r wins_7 losses_3 full_games_pitched_equiv_12 era_3157 opp_batting_avg_207 so_pct_296 bb_pct_114 hbp_pct_19 hr_pct_13 win_pct_70 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_7 bats_r throws_r wins_0 losses_0 full_games_pitched_equiv_1 era_2700 opp_batting_avg_231 so_pct_353 bb_pct_88 hbp_pct_147 hr_pct_29 win_pct_0 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_38 bats_r throws_r wins_0 losses_1 full_games_pitched_equiv_5 era_7308 opp_batting_avg_300 so_pct_180 bb_pct_90 hbp_pct_9 hr_pct_47 win_pct_0 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_262 bats_r throws_r wins_10 losses_20 full_games_pitched_equiv_32 era_4300 opp_batting_avg_252 so_pct_162 bb_pct_88 hbp_pct_7 hr_pct_19 win_pct_33 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_204 bats_r throws_r wins_31 losses_16 full_games_pitched_equiv_42 era_3833 opp_batting_avg_226 so_pct_173 bb_pct_79 hbp_pct_17 hr_pct_29 win_pct_66 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_80 bats_r throws_r wins_4 losses_4 full_games_pitched_equiv_9 era_3318 opp_batting_avg_200 so_pct_210 bb_pct_66 hbp_pct_9 hr_pct_38 win_pct_50 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_104 bats_r throws_r wins_18 losses_25 full_games_pitched_equiv_41 era_5742 opp_batting_avg_275 so_pct_153 bb_pct_68 hbp_pct_7 hr_pct_43 win_pct_42 sho_pct_0 cg_pct_2
pitcher primary_position_p total_games_367 bats_r throws_r wins_28 losses_40 full_games_pitched_equiv_63 era_4326 opp_batting_avg_259 so_pct_137 bb_pct_88 hbp_pct_11 hr_pct_28 win_pct_41 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_45 bats_r throws_r wins_2 losses_1 full_games_pitched_equiv_7 era_3919 opp_batting_avg_271 so_pct_119 bb_pct_76 hbp_pct_4 hr_pct_47 win_pct_67 sho_pct_0 cg_pct_0
pitcher primary_position_p total_games_467 bats_r throws_r wins_33 losses_49 full_games_pitched_equiv_100 era_3971 opp_batting_avg_253 so_pct_121 bb_pct_82 hbp_pct_8 hr_pct_21 win_pct_40 sho_pct_0 cg_pct_0
